Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr3:28672801-28673250,3,28672801,28673250,,AC098650.1,ENSG00000283563.1,No description,+,Genegene,overlapping,0,6.339849949
Chr3:29795401-29796000,3,29795401,29796000,,RBMS3,ENSG00000144642.21,No description,+,Genegene,overlapping,0,6.339849949
Chr3:40778851-40779300,3,40778851,40779300,,AC099560.1,ENSG00000231873.1,No description,+,Genegene,overlapping,0,6.339849949
Chr3:44094901-44095800,3,44094901,44095800,,null,,,,,Not found,0,6.339849949
Chr3:50775451-50776050,3,50775451,50776050,,DOCK3,ENSG00000088538.12,No description,+,Genegene,overlapping,0,6.339849949
Chr3:184429201-184430100,3,184429201,184430100,,LINC02054,ENSG00000224153.3,No description,+,Genegene,overlapping,0,6.339849949
Chr3:184929151-184929900,3,184929151,184929900,,VPS8,ENSG00000156931.15,No description,+,Genegene,overlapping,0,6.339849949
Chr4:94567501-94568250,4,94567501,94568250,,PDLIM5,ENSG00000163110.14,No description,+,Genegene,overlapping,0,6.339849949
Chr5:87220351-87220950,5,87220351,87220950,,LINC01949,ENSG00000233828.3,No description,-,Genegene,overlapping,0,6.339849949
Chr5:97140451-97141050,5,97140451,97141050,,LIX1-AS1,ENSG00000251513.2,No description,+,Genegene,overlapping,0,6.339849949
Chr5:178801501-178802400,5,178801501,178802400,,AACSP1,ENSG00000250420.8,No description,-,Genegene,overlapping,0,6.339849949
Chr6:105061351-105061650,6,105061351,105061650,,LIN28B,ENSG00000187772.7,No description,+,Genegene,overlapping,0,6.339849949
Chr6:111892201-111892500,6,111892201,111892500,,null,,,,,Not found,0,6.339849949
Chr7:48018901-48019650,7,48018901,48019650,,SUN3,ENSG00000164744.12,No description,-,Genegene,overlapping,0,6.339849949
Chr8:51152851-51153450,8,51152851,51153450,,null,,,,,Not found,0,6.339849949
Chr8:53626951-53627550,8,53626951,53627550,,null,,,,,Not found,0,6.339849949
Chr8:95486701-95487450,8,95486701,95487450,,C8orf37-AS1,ENSG00000253773.2,No description,+,Genegene,overlapping,0,6.339849949
Chr9:38620651-38621250,9,38620651,38621250,,ANKRD18A,ENSG00000180071.19,No description,-,Genegene,overlapping,0,6.339849949
Chr9:99049051-99049950,9,99049051,99049950,,COL15A1,ENSG00000204291.10,No description,+,Genegene,overlapping,0,6.339849949
Chr9:119721751-119722500,9,119721751,119722500,,null,,,,,Not found,0,6.339849949
Chr10:30782851-30783600,10,30782851,30783600,,null,,,,,Not found,0,6.339849949
Chr10:31330351-31330650,10,31330351,31330650,,ZEB1,ENSG00000148516.21,No description,+,Genegene,overlapping,0,6.339849949
Chr10:36292951-36293700,10,36292951,36293700,,null,,,,,Not found,0,6.339849949
Chr10:130344901-130345500,10,130344901,130345500,,AL157712.1,ENSG00000236303.3,No description,+,Genegene,overlapping,0,6.339849949
Chr11:5553901-5554500,11,5553901,5554500,,AC104389.4,ENSG00000239920.2,No description,-,Genegene,overlapping,0,6.339849949
Chr11:35575351-35575800,11,35575351,35575800,,null,,,,,Not found,0,6.339849949
Chr11:44965201-44965950,11,44965201,44965950,,null,,,,,Not found,0,6.339849949
Chr11:68460151-68460900,11,68460151,68460900,,PPP6R3,ENSG00000110075.14,No description,+,Genegene,overlapping,0,6.339849949
Chr11:101645701-101646450,11,101645701,101646450,,TRPC6,ENSG00000137672.12,No description,-,Genegene,overlapping,0,6.339849949
Chr11:116384101-116384700,11,116384101,116384700,,null,,,,,Not found,0,6.339849949
Chr11:119664901-119665500,11,119664901,119665500,,NECTIN1,ENSG00000110400.10,No description,-,Genegene,overlapping,0,6.339849949
Chr11:130785901-130786650,11,130785901,130786650,,null,,,,,Not found,0,6.339849949
Chr12:12670351-12671100,12,12670351,12671100,,GPR19,ENSG00000183150.7,No description,-,Genegene,overlapping,0,6.339849949
Chr12:47076301-47076600,12,47076301,47076600,,AMIGO2,ENSG00000139211.6,No description,-,Genegene,overlapping,0,6.339849949
Chr12:56211451-56212350,12,56211451,56212350,,RNF41,ENSG00000181852.17,No description,-,Genegene,overlapping,0,6.339849949
Chr12:83908051-83908650,12,83908051,83908650,,null,,,,,Not found,0,6.339849949
Chr13:22277851-22278600,13,22277851,22278600,,LINC00540,ENSG00000276476.2,No description,+,Genegene,upstream,1327,6.339849949
Chr13:53024251-53025000,13,53024251,53025000,,null,,,,,Not found,0,6.339849949
Chr13:56772751-56773050,13,56772751,56773050,,null,,,,,Not found,0,6.339849949
Chr14:54751201-54751950,14,54751201,54751950,,SAMD4A,ENSG00000020577.13,No description,+,Genegene,overlapping,0,6.339849949
Chr15:88697101-88697850,15,88697101,88697850,,null,,,,,Not found,0,6.339849949
Chr16:84771001-84771750,16,84771001,84771750,,USP10,ENSG00000103194.15,No description,+,Genegene,overlapping,0,6.339849949
Chr17:7482451-7483050,17,7482451,7483050,,ZBTB4,ENSG00000174282.11,No description,-,Genegene,overlapping,0,6.339849949
Chr18:47670451-47671200,18,47670451,47671200,,null,,,,,Not found,0,6.339849949
Chr18:69516301-69516900,18,69516301,69516900,,DOK6,ENSG00000206052.10,No description,+,Genegene,overlapping,0,6.339849949
Chr19:33419551-33420300,19,33419551,33420300,,PEPD,ENSG00000124299.13,No description,-,Genegene,overlapping,0,6.339849949
Chr19:40939201-40940100,19,40939201,40940100,,CYP2B7P,ENSG00000256612.7,No description,+,Genegene,overlapping,0,6.339849949
Chr20:18774301-18774900,20,18774301,18774900,,null,,,,,Not found,0,6.339849949
Chr22:50628151-50629050,22,50628151,50629050,,ARSA,ENSG00000100299.17,No description,-,Genegene,overlapping,0,6.339849949
ChrX:62125951-62126400,X,62125951,62126400,,null,,,,,Not found,0,6.339849949
Chr1:19966951-19967700,1,19966951,19967700,,null,,,,,Not found,0,6.321928024
Chr1:20092801-20093250,1,20092801,20093250,,PLA2G5,ENSG00000127472.10,No description,+,Genegene,upstream,1611,6.321928024
Chr1:121386001-121386600,1,121386001,121386600,,SRGAP2C,ENSG00000171943.11,No description,+,Genegene,overlapping,0,6.321928024
Chr1:172291501-172291950,1,172291501,172291950,,DNM3,ENSG00000197959.13,No description,+,Genegene,overlapping,0,6.321928024
Chr1:199302151-199302900,1,199302151,199302900,,AC099673.1,ENSG00000231718.1,No description,+,Genegene,overlapping,0,6.321928024
Chr1:201070501-201071250,1,201070501,201071250,,CACNA1S,ENSG00000081248.10,No description,-,Genegene,overlapping,0,6.321928024
Chr2:127798951-127799250,2,127798951,127799250,,WDR33,ENSG00000136709.11,No description,-,Genegene,overlapping,0,6.321928024
Chr2:133669501-133669950,2,133669501,133669950,,null,,,,,Not found,0,6.321928024
Chr2:172654801-172655100,2,172654801,172655100,,null,,,,,Not found,0,6.321928024
Chr2:178467901-178468200,2,178467901,178468200,,FKBP7,ENSG00000079150.17,No description,-,Genegene,overlapping,0,6.321928024
Chr2:190183351-190184250,2,190183351,190184250,,C2orf88,ENSG00000187699.10,No description,+,Genegene,overlapping,0,6.321928024
Chr2:206752351-206752950,2,206752351,206752950,,MDH1B,ENSG00000138400.12,No description,-,Genegene,overlapping,0,6.321928024
Chr3:72359701-72360450,3,72359701,72360450,,null,,,,,Not found,0,6.321928024
Chr3:156810001-156810600,3,156810001,156810600,,LINC00886,ENSG00000240875.5,No description,-,Genegene,overlapping,0,6.321928024
Chr3:187411201-187411950,3,187411201,187411950,,null,,,,,Not found,0,6.321928024
Chr4:41477401-41477850,4,41477401,41477850,,LIMCH1,ENSG00000064042.17,No description,+,Genegene,overlapping,0,6.321928024
Chr4:88340551-88341300,4,88340551,88341300,,null,,,,,Not found,0,6.321928024
Chr4:169966801-169967400,4,169966801,169967400,,LINC02275,ENSG00000248319.1,No description,-,Genegene,overlapping,0,6.321928024
Chr5:13935301-13936050,5,13935301,13936050,,DNAH5,ENSG00000039139.9,No description,-,Genegene,overlapping,0,6.321928024
Chr5:67364551-67364850,5,67364551,67364850,,null,,,,,Not found,0,6.321928024
Chr5:177019051-177019800,5,177019051,177019800,,UIMC1,ENSG00000087206.16,No description,-,Genegene,overlapping,0,6.321928024
Chr5:179920801-179921550,5,179920801,179921550,,RNF130,ENSG00000113269.13,No description,-,Genegene,overlapping,0,6.321928024
Chr6:2982451-2983200,6,2982451,2983200,,null,,,,,Not found,0,6.321928024
Chr6:132063301-132063600,6,132063301,132063600,,AL133346.1,ENSG00000227220.1,No description,+,Genegene,overlapping,0,6.321928024
Chr7:34702801-34703550,7,34702801,34703550,,NPSR1-AS1,ENSG00000197085.11,No description,-,Genegene,overlapping,0,6.321928024
Chr7:116593201-116593500,7,116593201,116593500,,LINC01510,ENSG00000231210.3,No description,-,Genegene,overlapping,0,6.321928024
Chr7:136196101-136196700,7,136196101,136196700,,AC078845.1,ENSG00000232053.6,No description,+,Genegene,overlapping,0,6.321928024
Chr7:147722101-147722700,7,147722101,147722700,,CNTNAP2,ENSG00000174469.21,No description,+,Genegene,overlapping,0,6.321928024
Chr7:158779951-158780400,7,158779951,158780400,,ESYT2,ENSG00000117868.15,No description,-,Genegene,overlapping,0,6.321928024
Chr8:27872251-27873000,8,27872251,27873000,,SCARA5,ENSG00000168079.16,No description,-,Genegene,overlapping,0,6.321928024
Chr8:55263601-55264200,8,55263601,55264200,,XKR4,ENSG00000206579.8,No description,+,Genegene,overlapping,0,6.321928024
Chr8:98522701-98523450,8,98522701,98523450,,STK3,ENSG00000104375.16,No description,-,Genegene,overlapping,0,6.321928024
Chr8:141951751-141952200,8,141951751,141952200,,null,,,,,Not found,0,6.321928024
Chr9:66832951-66833700,9,66832951,66833700,,null,,,,,Not found,0,6.321928024
Chr9:88156651-88157250,9,88156651,88157250,,null,,,,,Not found,0,6.321928024
Chr10:14005951-14006550,10,14005951,14006550,,FRMD4A,ENSG00000151474.22,No description,-,Genegene,overlapping,0,6.321928024
Chr10:95719051-95719650,10,95719051,95719650,,ENTPD1,ENSG00000138185.19,No description,+,Genegene,overlapping,0,6.321928024
Chr10:104180851-104181750,10,104180851,104181750,,CFAP43,ENSG00000197748.12,No description,-,Genegene,overlapping,0,6.321928024
Chr10:121228651-121229400,10,121228651,121229400,,null,,,,,Not found,0,6.321928024
Chr11:22850851-22851450,11,22850851,22851450,,AC006299.1,ENSG00000246225.6,No description,+,Genegene,overlapping,0,6.321928024
Chr11:85894201-85894950,11,85894201,85894950,,CCDC83,ENSG00000150676.12,No description,+,Genegene,overlapping,0,6.321928024
Chr11:102210901-102211500,11,102210901,102211500,,YAP1,ENSG00000137693.13,No description,+,Genegene,overlapping,0,6.321928024
Chr11:120269551-120270300,11,120269551,120270300,,POU2F3,ENSG00000137709.9,No description,+,Genegene,overlapping,0,6.321928024
Chr12:45062401-45063000,12,45062401,45063000,,AC008127.1,ENSG00000257319.1,No description,+,Genegene,overlapping,0,6.321928024
Chr12:73337851-73338600,12,73337851,73338600,,null,,,,,Not found,0,6.321928024
Chr12:74902501-74903250,12,74902501,74903250,,null,,,,,Not found,0,6.321928024
Chr12:104607601-104608200,12,104607601,104608200,,CHST11,ENSG00000171310.10,No description,+,Genegene,overlapping,0,6.321928024
Chr12:109984951-109985550,12,109984951,109985550,,GIT2,ENSG00000139436.20,No description,-,Genegene,overlapping,0,6.321928024
Chr12:120869851-120871050,12,120869851,120871050,,SPPL3,ENSG00000157837.15,No description,-,Genegene,overlapping,0,6.321928024
Chr13:28671601-28672200,13,28671601,28672200,,POMP,ENSG00000132963.7,No description,+,Genegene,overlapping,0,6.321928024
Chr13:46889551-46890300,13,46889551,46890300,,HTR2A,ENSG00000102468.10,No description,-,Genegene,overlapping,0,6.321928024
Chr13:113667451-113668350,13,113667451,113668350,,GRK1,ENSG00000185974.6,No description,+,Genegene,overlapping,0,6.321928024
Chr14:64287301-64287900,14,64287301,64287900,,ESR2,ENSG00000140009.18,No description,-,Genegene,overlapping,0,6.321928024
Chr14:64353601-64354500,14,64353601,64354500,,TEX21P,ENSG00000234911.2,No description,-,Genegene,overlapping,0,6.321928024
Chr14:102033001-102033750,14,102033001,102033750,,DYNC1H1,ENSG00000197102.11,No description,+,Genegene,overlapping,0,6.321928024
Chr15:40632751-40633500,15,40632751,40633500,,KNL1,ENSG00000137812.19,No description,+,Genegene,overlapping,0,6.321928024
Chr15:48746851-48747450,15,48746851,48747450,,CEP152,ENSG00000103995.13,No description,-,Genegene,overlapping,0,6.321928024
Chr16:20961301-20962050,16,20961301,20962050,,DNAH3,ENSG00000158486.13,No description,-,Genegene,overlapping,0,6.321928024
Chr17:4613551-4614450,17,4613551,4614450,,LINC01996,ENSG00000261863.1,No description,+,Genegene,overlapping,0,6.321928024
Chr17:29893501-29894250,17,29893501,29894250,,SSH2,ENSG00000141298.18,No description,-,Genegene,overlapping,0,6.321928024
Chr17:42180451-42180900,17,42180451,42180900,,KCNH4,ENSG00000089558.8,No description,-,Genegene,overlapping,0,6.321928024
Chr17:78997201-78997950,17,78997201,78997950,,CANT1,ENSG00000171302.16,No description,-,Genegene,overlapping,0,6.321928024
Chr18:53853901-53854650,18,53853901,53854650,,null,,,,,Not found,0,6.321928024
Chr19:48939751-48940200,19,48939751,48940200,,DHDH,ENSG00000104808.7,No description,+,Genegene,overlapping,0,6.321928024
Chr20:3190051-3190500,20,3190051,3190500,,DDRGK1,ENSG00000198171.12,No description,-,Genegene,overlapping,0,6.321928024
Chr20:17854501-17855100,20,17854501,17855100,,null,,,,,Not found,0,6.321928024
Chr20:30945751-30946350,20,30945751,30946350,,null,,,,,Not found,0,6.321928024
Chr21:17101951-17102550,21,17101951,17102550,,null,,,,,Not found,0,6.321928024
Chr22:32145751-32146350,22,32145751,32146350,,null,,,,,Not found,0,6.321928024
ChrX:5440951-5441550,X,5440951,5441550,,null,,,,,Not found,0,6.321928024
ChrX:88806151-88806750,X,88806151,88806750,,null,,,,,Not found,0,6.321928024
ChrX:105576601-105577200,X,105576601,105577200,,IL1RAPL2,ENSG00000189108.12,No description,+,Genegene,overlapping,0,6.321928024
ChrX:115027951-115028700,X,115027951,115028700,,null,,,,,Not found,0,6.321928024
Chr1:236666401-236667000,1,236666401,236667000,,null,,,,,Not found,0,6.303780556
Chr2:26568601-26569500,2,26568601,26569500,,C2orf70,ENSG00000173557.14,No description,+,Genegene,overlapping,0,6.303780556
Chr2:68657251-68657700,2,68657251,68657700,,PROKR1,ENSG00000169618.6,No description,+,Genegene,overlapping,0,6.303780556
Chr2:85050601-85051350,2,85050601,85051350,,KCMF1,ENSG00000176407.17,No description,+,Genegene,overlapping,0,6.303780556
Chr2:113819701-113820450,2,113819701,113820450,,null,,,,,Not found,0,6.303780556
Chr2:134927551-134928150,2,134927551,134928150,,CCNT2,ENSG00000082258.12,No description,+,Genegene,overlapping,0,6.303780556
Chr2:201827851-201828600,2,201827851,201828600,,CDK15,ENSG00000138395.14,No description,+,Genegene,overlapping,0,6.303780556
Chr2:201981151-201981900,2,201981151,201981900,,null,,,,,Not found,0,6.303780556
Chr2:204103801-204104400,2,204103801,204104400,,AC009965.1,ENSG00000234714.1,No description,+,Genegene,overlapping,0,6.303780556
Chr2:228567751-228568500,2,228567751,228568500,,LINC01807,ENSG00000232023.2,No description,-,Genegene,overlapping,0,6.303780556
Chr3:87416701-87417450,3,87416701,87417450,,null,,,,,Not found,0,6.303780556
Chr3:122084401-122084850,3,122084401,122084850,,CD86,ENSG00000114013.15,No description,+,Genegene,overlapping,0,6.303780556
Chr3:159577351-159578100,3,159577351,159578100,,IQCJ-SCHIP1,ENSG00000283154.2,No description,+,Genegene,overlapping,0,6.303780556
Chr4:1216051-1216800,4,1216051,1216800,,CTBP1-AS,ENSG00000280927.1,No description,+,Genegene,overlapping,0,6.303780556
Chr4:36428851-36429450,4,36428851,36429450,,null,,,,,Not found,0,6.303780556
Chr4:89079601-89080350,4,89079601,89080350,,FAM13A,ENSG00000138640.14,No description,-,Genegene,overlapping,0,6.303780556
Chr4:112596301-112596900,4,112596301,112596900,,ZGRF1,ENSG00000138658.15,No description,-,Genegene,overlapping,0,6.303780556
Chr4:141294451-141295200,4,141294451,141295200,,null,,,,,Not found,0,6.303780556
Chr5:35119951-35120250,5,35119951,35120250,,PRLR,ENSG00000113494.16,No description,-,Genegene,overlapping,0,6.303780556
Chr5:81147601-81148500,5,81147601,81148500,,RASGRF2,ENSG00000113319.12,No description,+,Genegene,overlapping,0,6.303780556
Chr5:85913551-85914300,5,85913551,85914300,,null,,,,,Not found,0,6.303780556
Chr5:89415301-89416050,5,89415301,89416050,,MEF2C-AS1,ENSG00000248309.7,No description,+,Genegene,overlapping,0,6.303780556
Chr5:109024651-109025550,5,109024651,109025550,,FER,ENSG00000151422.12,No description,+,Genegene,overlapping,0,6.303780556
Chr5:125689801-125690400,5,125689801,125690400,,null,,,,,Not found,0,6.303780556
Chr6:4366651-4367250,6,4366651,4367250,,AL162718.1,ENSG00000285424.1,No description,-,Genegene,overlapping,0,6.303780556
Chr6:47002651-47003250,6,47002651,47003250,,ADGRF1,ENSG00000153292.15,No description,-,Genegene,overlapping,0,6.303780556
Chr6:107352001-107352450,6,107352001,107352450,,PDSS2,ENSG00000164494.11,No description,-,Genegene,overlapping,0,6.303780556
Chr6:156244201-156244500,6,156244201,156244500,,null,,,,,Not found,0,6.303780556
Chr7:76074601-76075050,7,76074601,76075050,,AC005077.4,ENSG00000230882.1,No description,-,Genegene,overlapping,0,6.303780556
Chr7:102789301-102790200,7,102789301,102790200,,FAM185A,ENSG00000222011.8,No description,+,Genegene,overlapping,0,6.303780556
Chr7:110467951-110468700,7,110467951,110468700,,AC092167.1,ENSG00000226965.1,No description,-,Genegene,overlapping,0,6.303780556
Chr8:54945601-54946200,8,54945601,54946200,,null,,,,,Not found,0,6.303780556
Chr8:59049301-59050050,8,59049301,59050050,,TOX,ENSG00000198846.5,No description,-,Genegene,overlapping,0,6.303780556
Chr8:80328301-80328900,8,80328301,80328900,,AC034114.2,ENSG00000253238.2,No description,+,Genegene,overlapping,0,6.303780556
Chr8:117914101-117914400,8,117914101,117914400,,EXT1,ENSG00000182197.11,No description,-,Genegene,overlapping,0,6.303780556
Chr9:110005951-110006550,9,110005951,110006550,,PALM2-AKAP2,ENSG00000157654.17,No description,+,Genegene,overlapping,0,6.303780556
Chr9:139694101-139695000,9,139694101,139695000,,null,,,,,Not found,0,6.303780556
Chr10:73734151-73734900,10,73734151,73734900,,GLUD1P3,ENSG00000250959.2,No description,+,Genegene,overlapping,0,6.303780556
Chr10:81322051-81322650,10,81322051,81322650,,null,,,,,Not found,0,6.303780556
Chr10:97849201-97849950,10,97849201,97849950,,LINC00866,ENSG00000227356.2,No description,-,Genegene,overlapping,0,6.303780556
Chr11:66583051-66583350,11,66583051,66583350,,null,,,,,Not found,0,6.303780556
